,0,1,2,3,4,5,6,7,8,9,10
2485,<|startoftext|>,"With the enhanced standards of food,farmers are able to earn more",<|and|>,"because of the intensive methods found in factory farming , the quality of food improves every day",<|notmiddleterm|>,",farmers are able to earn more",<|and|>,"because of the intensive methods found in factory farming ,",<|so|>,"Because of the intensive methods found in factory farming, farmers are able to earn more",<|endoftext|>
2487,<|startoftext|>,The proximity of the construction area to accommodations might worsen the negative effects brought about by noise pollution,<|and|>,Wind turbines are sometimes built too close to dwellings,<|notmiddleterm|>,might worsen the negative effects brought about by noise pollution,<|and|>,Wind turbines are sometimes,<|so|>,Wind turbines might worsen the negative effects brought about by noise pollution,<|endoftext|>
319,<|startoftext|>,Exposure to ultraviolet (UV) radiation is a major risk factor for most skin cancers,<|and|>,too much sunexposure allows UV rays to reach your inner skin layers,<|notmiddleterm|>,to  radiation is a major risk factor for most cancers,<|and|>,too much allows rays to reach your inner layers,<|so|>,too much sunexposure is a major risk factor for most skin cancers,<|endoftext|>
2704,<|startoftext|>,"Because democracy is an overarching concept that includes the functioning of diverse institutions which are not easy to measure, strong limitations exist in measuring the potential effects of democracy",<|and|>,"Given the constraints in acquiring reliable data on aspects of democracy, academics have largely studied cross-country variations",<|notmiddleterm|>,"Because democracy is an overarching concept that includes the functioning of diverse institutions which are not easy to measure, ",<|and|>,", academics have largely studied cross-country variations",<|so|>,"Because democracy is an overarching concept that includes the functioning of diverse institutions which are not easy to measure, academics have largely studied cross-country variations.",<|endoftext|>
401,<|startoftext|>,extra lines will cover almost all parts of the city,<|and|>,the new underground railway will have many travelling lines,<|notmiddleterm|>, will cover almost all parts of the city,<|and|>,the new underground railway will have  travelling ,<|so|>,the new underground railway will cover almost all parts of the city,<|endoftext|>
1841,<|startoftext|>,Coke has high amount of Carbohydrate.,<|and|>,Overconsumption of Carbohydrates leads to serious health issues like diabetes.,<|notmiddleterm|>,Coke ,<|and|>, leads to serious health issues like diabetes.,<|so|>,Coke leads to serious health issues like diabetes.,<|endoftext|>
1712,<|startoftext|>,Criminal activities are more likely to happen in town than in the village,<|and|>,Outlaws make the place unsafe for people.,<|notmiddleterm|>,are more likely to happen in town than in the village,<|and|>, make the place unsafe for people.,<|so|>,town is more unsafe than the village  for people.,<|endoftext|>
1549,<|startoftext|>,Being incapable of controlling feelings and thoughts could be made by something like a drop in blood sugar.,<|and|>,not being able to control your emotions can interfere with your daily life.,<|notmiddleterm|>, and thoughts could be made by something like a drop in blood sugar.,<|and|>,your  can interfere with your daily life.,<|so|>,something like a drop in blood sugar can interfere with your daily life.,<|endoftext|>
1903,<|startoftext|>,"Despite all of their benefits, using Social Media too frequently prevents users from getting enough sleep.",<|and|>,Sleep deprivation leads to the development of mental health issues such as anxiety or depression.,<|notmiddleterm|>,"Despite all of their benefits, using Social Media too frequently users ",<|and|>,leads to the development of mental health issues such as anxiety or depression.,<|so|>,Using Social Media too frequently leads to the development of mental health issues such as anxiety or depression.,<|endoftext|>
936,<|startoftext|>,"From the fifth to the fifteenth centuries, Europeans with tooth problems went to people called barber-surgeons.",<|and|>,"Barber-surgeons performed many services, including cutting hair, pulling teeth and treating medical conditions.",<|notmiddleterm|>,"From the fifth to the fifteenth centuries, Europeans with problems went to people called",<|and|>,"performed many services, including cutting hair, pulling and treating medical conditions.",<|so|>,"From the fifth to the fifteenth centuries, Europeans with tooth problems went to people who performed many services, including cutting hair, pulling teeth and treating medical conditions",<|endoftext|>
1333,<|startoftext|>,"Over the long term, digital transformation can unlock innovation",<|and|>,Innovation can increase the likelihood of your business succeeding,<|notmiddleterm|>,"Over the long term, digital transformation can unlock ",<|and|>,can increase the likelihood of your business succeeding,<|so|>,Digital transformation can increase the success of your business.,<|endoftext|>
2228,<|startoftext|>,Hidradenitis Suppurativa is a skin disorder resulted from inflammation of sweating channels.,<|and|>,hinder in sweating process develops infection.,<|notmiddleterm|>,Hidradenitis Suppurativa is a skin disorder resulted from,<|and|>,develops infection.,<|so|>,Hidradenitis Suppurativa develops infection.,<|endoftext|>
128,<|startoftext|>,long-term high blood sugar levels can possibly damage your nerves,<|and|>,injury in nerves can contribute to numbness.,<|notmiddleterm|>,long-term high blood sugar levels can possibly,<|and|>,can contribute to numbness.,<|so|>,long-term high blood sugar levels can contribute to numbness,<|endoftext|>
49,<|startoftext|>,Factories may either make discrete products or some type of material continuously produced,<|and|>,"some examples of constantly manufactured substances are chemicals, pulp and paper, or refined oil products",<|notmiddleterm|>,Factories may either make discrete products or,<|and|>,"are chemicals, pulp and paper, or refined oil products",<|so|>,"Factories may either make discrete products or chemicals, pulp and paper, or refined oil products",<|endoftext|>
146,<|startoftext|>,Greenhouse gases are causing the atmosphere to warm at a rapid rate.,<|and|>,The sea level is rising because of greenhouse gases.,<|notmiddleterm|>, are causing the atmosphere to warm at a rapid rate.,<|and|>,The sea level is rising because of ,<|so|>,Warming atmosphere in rapid rate is causing the sea level to rise.,<|endoftext|>
235,<|startoftext|>,"In many ancient civilizations, such as those of Egypt and Mesopotamia, architecture and urbanism reflected the the state itself",<|and|>,architecture and urbanism evolved from civic ideals rather than religious or empirical ones and new building types emerged,<|notmiddleterm|>,"In many ancient civilizations, such as those of Egypt and Mesopotamia, reflected the the state itself",<|and|>, evolved from civic ideals rather than religious or empirical ones and new building types emerged,<|so|>,"In many ancient civilizations, such as those of Egypt and Mesopotamia,the reflection of the state,evolved from civic ideals rather than religious or empirical ones and new building types emerged",<|endoftext|>
1636,<|startoftext|>,losing weight in fat people contributes them to feel more confident.,<|and|>,taking onion skin extract reduces body weight by a small amount in people who are overweight or obese.,<|notmiddleterm|>, contributes them to feel more confident.,<|and|>,taking onion skin extract by a small amount ,<|so|>,taking onion skin extract in fat people contributes them to feel more confident,<|endoftext|>
59,<|startoftext|>,A season is a division of the year,<|and|>,"In temperate and polar regions, the seasons are marked by changes in the intensity of sunlight that reaches the Earth's surface",<|notmiddleterm|>, is a division of the year,<|and|>,"In temperate and polar regions, the are marked by changes in the intensity of sunlight that reaches the Earth's surface",<|so|>,"In temperate and polar regions,divisions of the year are marked by changes in the intensity of sunlight that reaches the Earth's surface",<|endoftext|>
609,<|startoftext|>,Enough blood flow is needed for the brain to function properly,<|and|>,Blood flow consists largely of water,<|notmiddleterm|>,Enough  is needed for the brain to function properly,<|and|>, consists largely of water,<|so|>,Water is needed for the brain to function properly,<|endoftext|>
78,<|startoftext|>,Polyphenols offer protection against disease and environmental damage.,<|and|>,All grape varieties contain polyphenols.,<|notmiddleterm|>,offer protection against disease and environmental damage.,<|and|>,All grape varieties contain .,<|so|>,All grape varieties contain compounds that offer protection against environmental damage.,<|endoftext|>
1852,<|startoftext|>,The dragon destroyed the city of Helgen .,<|and|>,Demolition of Helgen took the life of hundreds.,<|notmiddleterm|>,The dragon,<|and|>, took the life of hundreds.,<|so|>,The dragon took the life of hundreds.,<|endoftext|>
2060,<|startoftext|>,Butane is considered as a Green house gas,<|and|>,Green house gases are burnt to minimize their effect.,<|notmiddleterm|>,Butane is considered as a ,<|and|>, are burnt to minimize their effect.,<|so|>,Butane is burnt to minimize its effect,<|endoftext|>
